function_name,arguments,payable,override,virtual,visibility,state-changing,modifiers,returns,path,contract_id,protocol
length,"""uint256[] memory actual, uint256 expectedLen""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
length,"""bytes memory actual, uint256 expectedLen""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
empty,"""uint256[] memory actual""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
empty,"""bytes memory actual""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
atLeast,"""uint256 shouldBeAtLeast, uint256 compareTo""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
above,"""uint256 shouldBeAbove, uint256 compareTo""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
memKeccak,"""uint256 start, uint256 pastEnd""",False,False,False,default,pure,,bytes32 result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
memKeccak,"""bytes memory arr""",False,False,False,default,pure,,bytes32 result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
memKeccak,"""uint256[] memory arr""",False,False,False,default,pure,,bytes32 result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
getFreeMemPtr,"""""",False,False,False,default,pure,,uint256 result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
incrementFreeMemPtr,"""uint256 inc""",False,False,False,default,pure,,uint256 freeMemPtr,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
getMemPtr,"""bytes memory arr""",False,False,False,default,pure,,uint256 result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[1] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[2] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[3] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[4] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[5] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[6] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[7] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[8] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[9] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
dyn,"""uint256[10] memory arr""",False,False,False,default,pure,,uint256[] memory result,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
configure,"""Config memory config""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/common/test_helpers/ERC1271SignerDumbMock.sol,ERC1271SignerDumbMock,lido-dao
isValidSignature,"""bytes32 , bytes memory """,False,False,False,external,view,,bytes4,protocols/lido-dao/contracts/common/test_helpers/ERC1271SignerDumbMock.sol,ERC1271SignerDumbMock,lido-dao
sign,"""bytes32 hash""",False,False,False,public,view,,"bytes1 v, bytes32 r, bytes32 s",protocols/lido-dao/contracts/common/test_helpers/ERC1271PermitSignerMock.sol,ERC1271PermitSignerMock,lido-dao
isValidSignature,"""bytes32 hash, bytes memory sig""",False,False,False,external,view,,bytes4,protocols/lido-dao/contracts/common/test_helpers/ERC1271PermitSignerMock.sol,ERC1271PermitSignerMock,lido-dao
configure,"""Config memory config""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/common/test_helpers/ERC1271SignerMock.sol,ERC1271SignerMock,lido-dao
isValidSignature,"""bytes32 hash, bytes memory sig""",False,False,False,external,view,,bytes4,protocols/lido-dao/contracts/common/test_helpers/ERC1271SignerMock.sol,ERC1271SignerMock,lido-dao
name,"""""",False,False,False,external,pure,,string,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
symbol,"""""",False,False,False,external,pure,,string,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
decimals,"""""",False,False,False,external,pure,,uint8,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
totalSupply,"""""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
getTotalPooledEther,"""""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
balanceOf,"""address _account""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
transfer,"""address _recipient, uint256 _amount""",False,False,False,external,state-changing,,bool,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
allowance,"""address _owner, address _spender""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
approve,"""address _spender, uint256 _amount""",False,False,False,external,state-changing,,bool,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
transferFrom,"""address _sender, address _recipient, uint256 _amount""",False,False,False,external,state-changing,,bool,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
increaseAllowance,"""address _spender, uint256 _addedValue""",False,False,False,external,state-changing,,bool,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
decreaseAllowance,"""address _spender, uint256 _subtractedValue""",False,False,False,external,state-changing,,bool,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
getTotalShares,"""""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
sharesOf,"""address _account""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
getSharesByPooledEth,"""uint256 _ethAmount""",False,False,False,public,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
getPooledEthByShares,"""uint256 _sharesAmount""",False,False,False,public,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
transferShares,"""address _recipient, uint256 _sharesAmount""",False,False,False,external,state-changing,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_getTotalPooledEther,"""""",False,False,False,internal,view,"function, _transfer, address, _sender, address, _recipient, uint256, _amount, ",uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_approve,"""address _owner, address _spender, uint256 _amount""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_spendAllowance,"""address _owner, address _spender, uint256 _amount""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_getTotalShares,"""""",False,False,False,internal,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_sharesOf,"""address _account""",False,False,False,internal,view,,uint256,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_transferShares,"""address _sender, address _recipient, uint256 _sharesAmount""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_mintShares,"""address _recipient, uint256 _sharesAmount""",False,False,False,internal,state-changing,,uint256 newTotalShares,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_burnShares,"""address _account, uint256 _sharesAmount""",False,False,False,internal,state-changing,,uint256 newTotalShares,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_emitTransferEvents,"""address _from, address _to, uint _tokenAmount, uint256 _sharesAmount""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_emitTransferAfterMintingShares,"""address _to, uint256 _sharesAmount""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
_mintInitialShares,"""uint256 _sharesAmount""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/StETH.sol,StETH,lido-dao
withdrawRewards,"""uint256 _maxAmount""",False,False,False,external,state-changing,"interface, IWithdrawalVault, ",uint256 amount,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
withdrawWithdrawals,"""uint256 _amount""",False,False,False,external,state-changing,"interface, IStakingRouter, ",,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getStakingRewardsDistribution,"""""",False,False,False,external,view,"address, memory, recipients, uint256, memory, stakingModuleIds, uint96, memory, stakingModuleFees, uint96, totalFee, uint256, precisionPoints, function, getWithdrawalCredentials, function, reportRewardsMinted, uint256, _stakingModuleIds, uint256, _totalShares, function, getTotalFeeE4Precision, function, getStakingFeeAggregateDistributionE4Precision, uint16, modulesFee, uint16, treasuryFee, function, getStakingModuleMaxDepositsCount, uint256, _stakingModuleId, uint256, _maxDepositsValue, function, TOTAL_BASIS_POINTS, interface, IWithdrawalQueue, ",bytes32,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
prefinalize,"""uint256[] _batches, uint256 _maxShareRate""",True,False,False,external,view,"function, finalize, uint256, _lastIdToFinalize, uint256, _maxShareRate, function, isPaused, function, unfinalizedStETH, function, isBunkerModeActive, contract, Lido, is, Versioned, StETHPermit, AragonApp, ","uint256 ethToLock, uint256 sharesToBurn",protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
initialize,"""address _lidoLocator, address _eip712StETH""",True,False,False,public,state-changing,"onlyInit, ",,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
_initialize_v2,"""address _lidoLocator, address _eip712StETH""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
finalizeUpgrade_v2,"""address _lidoLocator, address _eip712StETH""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
pauseStaking,"""""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
resumeStaking,"""""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
setStakingLimit,"""uint256 _maxStakeLimit, uint256 _stakeLimitIncreasePerBlock""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
removeStakingLimit,"""""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
isStakingPaused,"""""",False,False,False,external,view,,bool,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getCurrentStakeLimit,"""""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getStakeLimitFullInfo,"""""",False,False,False,external,view,"bool, isStakingPaused, bool, isStakingLimitSet, uint256, currentStakeLimit, uint256, maxStakeLimit, uint256, maxStakeLimitGrowthBlocks, uint256, prevStakeLimit, uint256, prevStakeBlockNumber, ",,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
submit,"""address _referral""",True,False,False,external,state-changing,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
receiveELRewards,"""""",True,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
receiveWithdrawals,"""""",True,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
stop,"""""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
resume,"""""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
unsafeChangeDepositedValidators,"""uint256 _newDepositedValidators""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
transferToVault,"""address """,False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getBufferedEther,"""""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getTotalELRewardsCollected,"""""",False,False,False,public,view,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getLidoLocator,"""""",False,False,False,public,view,,ILidoLocator,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getBeaconStat,"""""",False,False,False,external,view,,"uint256 depositedValidators, uint256 beaconValidators, uint256 beaconBalance",protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
canDeposit,"""""",False,False,False,public,view,,bool,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getDepositableEther,"""""",False,False,False,public,view,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
deposit,"""uint256 _maxDepositsCount, uint256 _stakingModuleId, bytes _depositCalldata""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getWithdrawalCredentials,"""""",False,False,False,external,view,,bytes32,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getOracle,"""""",False,False,False,external,view,,address,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getTreasury,"""""",False,False,False,external,view,,address,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getFee,"""""",False,False,False,external,view,,uint16 totalFee,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
getFeeDistribution,"""""",False,False,False,external,view,"uint16, treasuryFeeBasisPoints, uint16, insuranceFeeBasisPoints, uint16, operatorsFeeBasisPoints, ",,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
_submit,"""address _referral""",False,False,False,internal,state-changing,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
_getStakingRewardsDistribution,"""""",False,False,False,internal,view,"StakingRewardsDistribution, memory, ret, IStakingRouter, router, ",,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
_transferTreasuryRewards,"""uint256 treasuryReward""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
_getBufferedEther,"""""",False,False,False,internal,view,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
_setBufferedEther,"""uint256 _newBufferedEther""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
_getTransientBalance,"""""",False,False,False,internal,view,,uint256,protocols/lido-dao/contracts/0.4.24/Lido.sol,IPostTokenRebaseReceiver,lido-dao
